id,%red,%green,%blue,%black,%white,double
142.17 +15.09,0.0019989013671875,0.0,0.0005645751953125,0.997100830078125,0.000335693359375,0
142.21 +48.05,0.00201416015625,0.0,0.0018157958984375,0.995697021484375,0.0004730224609375,0
142.3 +45.71,0.0027313232421875,0.0,0.0028076171875,0.9932708740234375,0.001190185546875,0
142.5 +65.06,0.00213623046875,0.0,0.0014190673828125,0.9962310791015625,0.000213623046875,0
142.67 +70.77,0.0016326904296875,0.0,0.001007080078125,0.996734619140625,0.0006256103515625,0
142.84 +64.75,0.003631591796875,0.0,0.0061187744140625,0.9844207763671875,0.005828857421875,0
143.15 +13.36,0.00604248046875,0.0,0.00152587890625,0.988922119140625,0.003509521484375,0
143.3 +81.63,0.005035400390625,0.0,0.00164794921875,0.990386962890625,0.0029296875,0
143.51 +15.91,0.0029754638671875,0.0,0.00079345703125,0.9945068359375,0.0017242431640625,0
143.75 +15.67,0.001190185546875,0.0,0.0011444091796875,0.99652099609375,0.0011444091796875,0
145.04 +12.28,0.00103759765625,0.0,0.00421142578125,0.9924774169921875,0.0022735595703125,0
145.37 +38.72,0.0030059814453125,0.0,0.001220703125,0.994598388671875,0.0011749267578125,0
145.58 +22.93,0.0016021728515625,0.0,0.0014495849609375,0.9967803955078125,0.0001678466796875,0
146.43 +3.07,0.0026092529296875,0.0,0.00128173828125,0.9951324462890625,0.0009765625,0
146.68 +65.96,0.00140380859375,0.0,0.003387451171875,0.99267578125,0.002532958984375,0
146.85 -5.33,0.00469970703125,1.52587890625e-05,0.003143310546875,0.989227294921875,0.0029144287109375,0
147.01 +18.23,0.0012054443359375,0.0,0.0001983642578125,0.9978790283203125,0.0007171630859375,0
147.11 +23.42,0.0076751708984375,0.0,0.0020751953125,0.9857940673828125,0.00445556640625,0
147.33 +18.84,0.002044677734375,0.0,0.002197265625,0.9946136474609375,0.0011444091796875,0
147.66 +42.27,0.004180908203125,0.0,0.0001068115234375,0.9937744140625,0.0019378662109375,0
148.06 -14.73,0.0018157958984375,0.0,0.004119873046875,0.9930419921875,0.0010223388671875,0
148.84 +49.82,0.2900848388671875,0.0,0.0,0.709259033203125,0.0006561279296875,0
149.09 +42.59,0.0008087158203125,0.0,0.0001983642578125,0.9987945556640625,0.0001983642578125,0
149.23 +80.30,0.005615234375,0.0,0.0031890869140625,0.986602783203125,0.0045928955078125,0
149.31 +16.61,0.0014190673828125,0.0,0.0031585693359375,0.99444580078125,0.0009765625,0
15.75 +75.95,0.0186309814453125,0.0,0.00152587890625,0.9735565185546875,0.00628662109375,0
150.8 +66.09,0.0027313232421875,0.0,0.0026397705078125,0.99285888671875,0.00177001953125,0
150.89 +31.09,0.00152587890625,0.0,0.00164794921875,0.996337890625,0.00048828125,0
151.13 -11.80,0.002777099609375,0.0,0.0013427734375,0.9954986572265625,0.0003814697265625,0
